"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 11:34:01 GMT 2021","Tue Aug 24 11:34:30 GMT 2021","29056","","RegisterPageTest","","RegisterPageTest","RegisterHappyPathTest","REG-01: Normál regisztráció",""
"passed","Tue Aug 24 11:33:49 GMT 2021","Tue Aug 24 11:33:52 GMT 2021","2930","","CalendarPageTest","","CalendarPageTest","LogoutTest","LOGOUT-01: Kijelentkezés kattintással",""
"passed","Tue Aug 24 11:35:45 GMT 2021","Tue Aug 24 11:35:50 GMT 2021","4654","","ProfilePageTest","","ProfilePageTest","AddCompanyDataTest","DATA-04: Adatok sorozatos feltöltése külső fájlból",""
"passed","Tue Aug 24 11:35:16 GMT 2021","Tue Aug 24 11:35:41 GMT 2021","24919","","ReportsPageTest","","ReportsPageTest","CountReportsTest","LIST-01: Többoldalas lista bejárása",""
"passed","Tue Aug 24 11:33:16 GMT 2021","Tue Aug 24 11:33:20 GMT 2021","4913","","LoginPageTest","","LoginPageTest","LoginWithUnconfirmedEmailTest","LOGIN-04: Bejelentkezés regisztrált, de nem megerősített email-címmel",""
"passed","Tue Aug 24 11:33:59 GMT 2021","Tue Aug 24 11:34:01 GMT 2021","2617","","RegisterPageTest","","RegisterPageTest","RegisterAlreadyExistingUserTest","REG-08: Regisztráció már létező felhasználóval",""
"passed","Tue Aug 24 11:33:21 GMT 2021","Tue Aug 24 11:33:22 GMT 2021","1897","","LoginPageTest","","LoginPageTest","EmptyLoginTest","LOGIN-02: Bejelentkezés üres mezőkkel",""
"passed","Tue Aug 24 11:33:52 GMT 2021","Tue Aug 24 11:33:54 GMT 2021","2125","","TrainersPageTest","","TrainersPageTest","SaveTrainersToFileTest","SEARCH-02: Edzők neveinek mentése txt fájlba",""
"passed","Tue Aug 24 11:34:33 GMT 2021","Tue Aug 24 11:34:37 GMT 2021","3030","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidPasswordTest","REG-03: Regisztráció érvénytelen jelszóval",""
"skipped","Tue Aug 24 11:34:37 GMT 2021","Tue Aug 24 11:34:37 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingPrivacyPolicyTest","T&C-02: Adatvédelmi feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 11:34:37 GMT 2021","Tue Aug 24 11:34:39 GMT 2021","2668","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidEmailTest","REG-02: Regisztráció invalid email-címmel",""
"passed","Tue Aug 24 11:35:50 GMT 2021","Tue Aug 24 11:35:53 GMT 2021","3865","","ProfilePageTest","","ProfilePageTest","DeleteIntroductionTest","DATA-03: Meglévő adat törlése",""
"passed","Tue Aug 24 11:33:25 GMT 2021","Tue Aug 24 11:33:27 GMT 2021","2199","","LoginPageTest","","LoginPageTest","LoginWithoutUsernameTest","LOGIN-05: Bejelentkezés felhasználónév megadása nélkül",""
"failed","Tue Aug 24 11:33:54 GMT 2021","Tue Aug 24 11:33:59 GMT 2021","4281","","TrainersPageTest","","TrainersPageTest","SearchForTrainersTest","SEARCH-01: Adatok listázása kereséssel",""
"passed","Tue Aug 24 11:33:32 GMT 2021","Tue Aug 24 11:33:35 GMT 2021","2468","","LoginPageTest","","LoginPageTest","LoginWithIncorrectPasswordTest","LOGIN-07: Bejelentkezés helytelen jelszóval",""
"passed","Tue Aug 24 11:33:35 GMT 2021","Tue Aug 24 11:33:43 GMT 2021","8036","","CalendarPageTest","","CalendarPageTest","LogoutWhenLoggingOutOnDifferentTabTest","LOGOUT-03: Kijelentkezés másik fülön való kijelentkezés után",""
"passed","Tue Aug 24 11:34:30 GMT 2021","Tue Aug 24 11:34:33 GMT 2021","3050","","RegisterPageTest","","RegisterPageTest","RegisterWithMismatchedPasswordTest","REG-04: Regisztráció nem egyező jelszavakkal",""
"passed","Tue Aug 24 11:34:44 GMT 2021","Tue Aug 24 11:34:48 GMT 2021","4485","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsAndPrivacyPolicyTest","REG-05: Regisztráció ÁSZF és adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 11:34:53 GMT 2021","Tue Aug 24 11:35:16 GMT 2021","22989","","RegisterPageTest","","RegisterPageTest","AcceptCookiesTest","T&C-03: Cookie-k elfogadása",""
"passed","Tue Aug 24 11:33:43 GMT 2021","Tue Aug 24 11:33:49 GMT 2021","6427","","CalendarPageTest","","CalendarPageTest","LogoutWithDuplicateLoginTest","LOGOUT-02: Kijelentkezés második felhasználó bejelentkezése esetén",""
"passed","Tue Aug 24 11:35:53 GMT 2021","Tue Aug 24 11:35:58 GMT 2021","4178","","ProfilePageTest","","ProfilePageTest","AddIntroductionTest","DATA-01: Új adat bevitele a bemutatkozás mezőbe",""
"passed","Tue Aug 24 11:34:48 GMT 2021","Tue Aug 24 11:34:53 GMT 2021","4401","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingPrivacyPolicyTest","REG-06: Regisztráció adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 11:34:39 GMT 2021","Tue Aug 24 11:34:44 GMT 2021","4788","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsTest","REG-07: Regisztráció ÁSZF elfogadása nélkül",""
"passed","Tue Aug 24 11:33:30 GMT 2021","Tue Aug 24 11:33:32 GMT 2021","2543","","LoginPageTest","","LoginPageTest","LoginTest","LOGIN-01: Normál bejelentkezés",""
"passed","Tue Aug 24 11:35:41 GMT 2021","Tue Aug 24 11:35:45 GMT 2021","4183","","ProfilePageTest","","ProfilePageTest","ModifyIntroductionTest","DATA-02: Meglévő adat módosítása",""
"passed","Tue Aug 24 11:33:22 GMT 2021","Tue Aug 24 11:33:25 GMT 2021","2128","","LoginPageTest","","LoginPageTest","LoginWithoutPasswordTest","LOGIN-06: Bejelentkezés jelszó megadása nélkül",""
"skipped","Tue Aug 24 11:34:01 GMT 2021","Tue Aug 24 11:34:01 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingTermsAndConditionsTest","T&C-01: Általános felhasználási feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 11:33:27 GMT 2021","Tue Aug 24 11:33:30 GMT 2021","3081","","LoginPageTest","","LoginPageTest","LoginWithUnregisteredEmailTest","LOGIN-03: Bejelentkezés nem regisztrált email-címmel",""
